survived,pclass,sex,age,sibsp,parch,fare,embarked,who,alone,family_size,age_zscore,fare_zscore
1,2,female,28.0,0,0,12.35,Q,woman,True,1,-0.08028787346906631,-0.39733747496756333
0,3,male,25.0,0,0,8.05,S,man,True,1,-0.3063589679315182,-0.48386093442736505
1,1,male,0.92,1,2,151.55,S,child,False,4,-2.1209562861501317,2.40360800335904
1,1,female,35.0,0,0,110.8833,C,woman,True,1,0.4472113469433214,1.5853234524720827
1,1,female,17.0,1,0,108.9,C,woman,False,2,-0.9092152198313899,1.5454160159263557
0,2,male,30.0,1,0,24.0,C,man,False,2,0.0704261895059016,-0.16291926503577508
1,1,female,30.0,0,0,56.9292,C,woman,True,1,0.0704261895059016,0.49967336316043465
1,1,female,24.0,0,0,83.1583,C,woman,True,1,-0.38171599941900214,1.0274483563039425
1,1,female,18.0,2,2,262.375,C,woman,False,5,-0.8338581883439059,4.633599257924742
0,2,female,26.0,1,1,26.0,S,woman,False,3,-0.23100193644403422,-0.12267579551958825
0,3,male,28.0,0,0,7.8958,S,man,True,1,-0.08028787346906631,-0.486963705927063
0,2,male,43.0,1,1,26.25,S,man,False,3,1.0500675988431931,-0.1176453618300649
1,3,female,26.0,0,0,7.8542,S,woman,True,1,-0.23100193644403422,-0.48780077009299977
1,2,female,24.0,1,0,26.0,S,woman,False,2,-0.38171599941900214,-0.12267579551958825
0,2,male,54.0,0,0,14.0,S,man,True,1,1.8789949452055166,-0.3641366126167092
1,1,female,31.0,0,2,164.8667,S,woman,False,3,0.14578322099338556,2.6715631086121427
1,1,female,40.0,1,1,134.5,C,woman,False,3,0.8239965043807411,2.060532425733547
0,3,male,22.0,0,0,7.25,S,man,True,1,-0.5324300623939701,-0.4999583222338398
0,3,male,27.0,0,0,7.8958,S,man,True,1,-0.15564490495655028,-0.486963705927063
1,2,female,30.0,0,0,12.35,Q,woman,True,1,0.0704261895059016,-0.39733747496756333
1,2,female,22.0,1,1,29.0,S,woman,False,3,-0.5324300623939701,-0.06231059124530801
0,3,male,25.0,8,2,69.55,S,man,False,11,-0.3063589679315182,0.7536257531953799
1,1,female,36.0,0,0,135.6333,C,woman,True,1,0.5225683784308054,2.083336387734894
0,3,male,61.0,0,0,6.2375,S,man,True,1,2.406494165617904,-0.5203315786764093
1,2,female,36.0,0,0,13.0,S,woman,True,1,0.5225683784308054,-0.38425834737480263
1,3,female,31.0,1,1,20.525,S,woman,False,3,0.14578322099338556,-0.23284229332014972
1,1,female,16.0,0,1,57.9792,C,woman,False,2,-0.9845722513188738,0.5208011846564327
1,3,female,21.5,2,0,23.25,Q,woman,False,3,-0.570108578137712,-0.17801056610434515
0,1,male,45.5,0,0,28.5,S,man,True,1,1.2384601775619029,-0.0723714586243547
0,1,male,38.0,0,1,153.4625,S,man,False,2,0.6732824414057733,2.4420908210838936
0,3,male,16.0,2,0,18.0,S,man,False,3,-0.9845722513188738,-0.28364967358433557
1,1,female,35.0,1,0,133.65,S,woman,False,2,0.4472113469433214,2.043428951189168
0,3,male,25.0,0,0,7.8958,S,man,True,1,-0.3063589679315182,-0.486963705927063
0,1,male,29.0,1,0,66.6,S,man,False,2,-0.004930841981582358,0.6942666356590043
1,1,female,41.0,0,0,134.5,C,woman,True,1,0.8993535358682251,2.060532425733547
1,3,male,45.0,0,0,8.05,S,man,True,1,1.200781661818161,-0.48386093442736505
0,1,male,45.0,0,0,35.5,S,man,True,1,1.200781661818161,0.06848068468229919
1,2,male,2.0,1,1,26.0,S,child,False,3,-2.0395706921436494,-0.12267579551958825
1,1,female,24.0,3,2,263.0,S,woman,False,6,-0.38171599941900214,4.646175342148551
0,2,male,28.0,0,0,13.0,S,man,True,1,-0.08028787346906631,-0.38425834737480263
0,2,male,25.0,0,0,13.0,S,man,True,1,-0.3063589679315182,-0.38425834737480263
0,2,male,36.0,0,0,13.0,S,man,True,1,0.5225683784308054,-0.38425834737480263
1,2,female,24.0,0,0,13.0,S,woman,True,1,-0.38171599941900214,-0.38425834737480263
1,2,female,40.0,0,0,13.0,S,woman,True,1,0.8239965043807411,-0.38425834737480263
1,3,female,21.5,1,0,16.1,S,woman,False,2,-0.570108578137712,-0.321880969624713
1,3,male,3.0,1,1,15.9,S,child,False,3,-1.9642136606561653,-0.32590531657633176
0,3,male,42.0,0,0,8.6625,S,man,True,1,0.974710567355709,-0.4715363718880328
0,3,male,23.0,0,0,9.225,S,man,True,1,-0.4570730309064861,-0.46021789608660524
0,1,male,40.0,0,0,35.0,S,man,True,1,0.8239965043807411,0.058419817303252485
0,3,male,15.0,1,1,7.2292,C,child,False,3,-1.0599292828063578,-0.5003768543168081
0,3,male,25.0,1,0,17.8,S,man,False,2,-0.3063589679315182,-0.28767402053595426
0,3,male,25.0,0,0,7.225,C,man,True,1,-0.3063589679315182,-0.5004613656027921
0,3,male,28.0,0,0,9.5,S,man,True,1,-0.08028787346906631,-0.4546844190281296
1,1,female,22.0,0,1,55.0,S,woman,False,2,-0.5324300623939701,0.46085451246512077
0,2,female,38.0,0,0,13.0,S,woman,True,1,0.6732824414057733,-0.38425834737480263
1,3,female,21.5,0,0,7.8792,Q,woman,True,1,-0.570108578137712,-0.48729772672404736
1,3,female,21.5,0,0,7.8792,Q,woman,True,1,-0.570108578137712,-0.48729772672404736
0,3,male,40.0,1,4,27.9,S,man,False,6,0.8239965043807411,-0.08444449947921079
0,2,male,29.0,1,0,27.7208,C,man,False,2,-0.004930841981582358,-0.08805031434786109
0,3,female,45.0,0,1,14.4542,C,woman,False,2,1.200781661818161,-0.3549973206895832
0,3,male,35.0,0,0,7.05,S,man,True,1,0.4472113469433214,-0.5039826691854584
0,3,male,25.0,1,0,15.5,Q,man,False,2,-0.3063589679315182,-0.33395401047956913
0,3,male,30.0,0,0,7.25,S,man,True,1,0.0704261895059016,-0.4999583222338398
1,1,female,60.0,1,0,75.25,C,woman,False,2,2.33113713413042,0.8683196413165124
1,3,female,21.5,0,0,7.2292,C,woman,True,1,-0.570108578137712,-0.5003768543168081
1,3,female,21.5,0,0,7.75,Q,woman,True,1,-0.570108578137712,-0.4898974548547931
1,1,female,24.0,0,0,69.3,C,woman,True,1,-0.38171599941900214,0.7485953195058566
1,1,male,25.0,1,0,55.4417,C,man,False,2,-0.3063589679315182,0.4697422827077706
0,3,male,18.0,1,0,6.4958,S,man,False,2,-0.8338581883439059,-0.5151341345883939
0,3,male,19.0,0,0,8.05,S,man,True,1,-0.7585011568564219,-0.48386093442736505
0,1,male,22.0,0,0,135.6333,C,man,True,1,-0.5324300623939701,2.083336387734894
0,3,female,3.0,3,1,21.075,S,child,False,5,-1.9642136606561653,-0.22177533920319834
1,1,female,35.0,1,0,82.1708,C,woman,False,2,0.4472113469433214,1.0075781432303252
1,3,female,22.0,0,0,7.25,S,woman,True,1,-0.5324300623939701,-0.4999583222338398
0,1,male,27.0,0,2,211.5,C,man,False,3,-0.15564490495655028,3.60990600210674
0,3,male,20.0,0,0,4.0125,C,man,True,1,-0.683144125368938,-0.5651024385131672
0,3,male,19.0,0,0,7.775,S,man,True,1,-0.7585011568564219,-0.4893944114858408
1,1,female,42.0,0,0,227.525,C,woman,True,1,0.974710567355709,3.932356801605187
1,3,female,1.0,0,2,15.7417,C,child,False,3,-2.114927723631133,-0.3290905871885379
0,3,male,32.0,0,0,7.925,S,man,True,1,0.22114025248086952,-0.4863761512721267
1,1,female,35.0,1,0,52.0,S,woman,False,2,0.4472113469433214,0.40048930819084055
0,3,male,25.0,0,0,7.8958,S,man,True,1,-0.3063589679315182,-0.486963705927063
0,2,male,18.0,0,0,73.5,S,man,True,1,-0.8338581883439059,0.8331066054898489
0,3,male,1.0,5,2,46.9,S,child,False,8,-2.114927723631133,0.2978684609245641
1,2,female,36.0,0,0,13.0,S,woman,True,1,0.5225683784308054,-0.38425834737480263
0,3,male,25.0,0,0,7.7292,Q,man,True,1,-0.3063589679315182,-0.49031598693776146
1,2,female,17.0,0,0,12.0,C,woman,True,1,-0.9092152198313899,-0.40438008213289606
1,1,male,36.0,1,2,120.0,S,man,False,4,0.5225683784308054,1.7687672717411926
1,3,male,21.0,0,0,7.7958,S,man,True,1,-0.607787093881454,-0.4889758794028724
0,3,male,28.0,2,0,7.925,S,man,False,3,-0.08028787346906631,-0.4863761512721267
1,1,female,23.0,1,0,113.275,C,woman,False,2,-0.4570730309064861,1.6334486054930144
1,3,female,24.0,0,2,16.7,S,woman,False,3,-0.38171599941900214,-0.309807928769857
0,3,male,22.0,0,0,7.7958,S,man,True,1,-0.5324300623939701,-0.4889758794028724
0,3,female,31.0,0,0,7.8542,S,woman,True,1,0.14578322099338556,-0.48780077009299977
0,2,male,46.0,0,0,26.0,S,man,True,1,1.2761386933056449,-0.12267579551958825
0,2,male,23.0,0,0,10.5,S,man,True,1,-0.4570730309064861,-0.4345626842700362
1,2,female,28.0,0,0,12.65,S,woman,True,1,-0.08028787346906631,-0.39130095454013536
1,3,male,39.0,0,0,7.925,S,man,True,1,0.7486394728932573,-0.4863761512721267
0,3,male,26.0,0,0,8.05,S,man,True,1,-0.23100193644403422,-0.48386093442736505
0,3,female,21.0,1,0,9.825,S,woman,False,2,-0.607787093881454,-0.44814485523174924
0,3,male,28.0,1,0,15.85,S,man,False,2,-0.08028787346906631,-0.3269114033142364
0,3,female,20.0,0,0,8.6625,S,woman,True,1,-0.683144125368938,-0.4715363718880328
0,2,male,34.0,1,0,21.0,S,man,False,2,0.3718543154558374,-0.22328446931005533
0,3,male,51.0,0,0,7.75,S,man,True,1,1.6529238507430648,-0.4898974548547931
1,2,male,3.0,1,1,18.75,S,child,False,3,-1.9642136606561653,-0.26855837251576553
0,3,male,21.0,0,0,7.775,S,man,True,1,-0.607787093881454,-0.4893944114858408
0,3,female,21.5,3,1,25.4667,S,woman,False,5,-0.570108578137712,-0.13340671666607948
0,3,male,25.0,0,0,7.8958,S,man,True,1,-0.3063589679315182,-0.486963705927063
0,3,male,25.0,0,0,6.8583,Q,man,True,1,-0.3063589679315182,-0.507840005738585
1,1,female,33.0,1,0,90.0,Q,woman,False,2,0.29649728396835345,1.1651152289983904
0,2,male,30.0,0,0,0.0,S,man,True,1,0.0704261895059016,-0.6458408992300171
1,3,male,44.0,0,0,7.925,S,man,True,1,1.125424630330677,-0.4863761512721267
0,3,female,21.5,0,0,8.05,S,woman,True,1,-0.570108578137712,-0.48386093442736505
1,2,female,34.0,1,1,32.5,S,woman,False,3,0.3718543154558374,0.008115480408018946
1,2,female,18.0,0,2,13.0,S,woman,False,3,-0.8338581883439059,-0.38425834737480263
0,2,male,30.0,0,0,13.0,S,man,True,1,0.0704261895059016,-0.38425834737480263
0,3,female,10.0,0,2,24.15,S,child,False,3,-1.4367144402437775,-0.1599010048220611
0,3,male,25.0,0,0,7.8958,C,man,True,1,-0.3063589679315182,-0.486963705927063
0,3,male,21.0,0,0,7.7333,Q,man,True,1,-0.607787093881454,-0.4902334878252532
0,3,male,29.0,0,0,7.875,S,man,True,1,-0.004930841981582358,-0.4873822380100314
0,3,female,28.0,1,1,14.4,S,woman,False,3,-0.08028787346906631,-0.3560879187134719
0,3,male,18.0,1,1,20.2125,S,man,False,3,-0.8338581883439059,-0.23913033543205392
0,3,male,25.0,0,0,7.25,S,man,True,1,-0.3063589679315182,-0.4999583222338398
1,2,female,28.0,1,0,26.0,S,woman,False,2,-0.08028787346906631,-0.12267579551958825
1,2,female,19.0,0,0,26.0,S,woman,True,1,-0.7585011568564219,-0.12267579551958825
0,3,male,25.0,0,0,7.75,Q,man,True,1,-0.3063589679315182,-0.4898974548547931
1,3,male,32.0,0,0,8.05,S,man,True,1,0.22114025248086952,-0.48386093442736505
1,1,male,28.0,0,0,26.55,S,man,True,1,-0.08028787346906631,-0.11160884140263685
1,3,female,21.5,1,0,16.1,S,woman,False,2,-0.570108578137712,-0.321880969624713
1,2,female,42.0,1,0,26.0,S,woman,False,2,0.974710567355709,-0.12267579551958825
0,3,male,17.0,0,0,7.125,S,man,True,1,-0.9092152198313899,-0.5024735390786015
0,1,male,50.0,1,0,55.9,S,man,False,2,1.5775668192555807,0.4789640737474048
1,1,female,14.0,1,2,120.0,S,child,False,4,-1.1352863142938416,1.7687672717411926
0,3,female,21.0,2,2,34.375,S,woman,False,5,-0.607787093881454,0.045843733079444095
1,2,female,24.0,2,3,18.75,S,woman,False,6,-0.38171599941900214,-0.26855837251576553
0,1,male,64.0,1,4,263.0,S,man,False,6,2.6325652600803564,4.646175342148551
0,2,male,31.0,0,0,10.5,S,man,True,1,0.14578322099338556,-0.4345626842700362
1,2,female,45.0,1,1,26.25,S,woman,False,3,1.200781661818161,-0.1176453618300649
0,3,male,20.0,0,0,9.5,S,man,True,1,-0.683144125368938,-0.4546844190281296
0,3,male,25.0,1,0,7.775,S,man,False,2,-0.3063589679315182,-0.4893944114858408
1,2,female,28.0,0,0,13.0,S,woman,True,1,-0.08028787346906631,-0.38425834737480263
1,3,male,25.0,0,0,8.1125,S,man,True,1,-0.3063589679315182,-0.4826033260049842
1,1,male,4.0,0,2,81.8583,S,child,False,3,-1.8888566291686812,1.0012901011184212
1,2,female,13.0,0,1,19.5,S,child,False,2,-1.2106433457813257,-0.25346707144719544
1,1,male,34.0,0,0,26.55,S,man,True,1,0.3718543154558374,-0.11160884140263685
1,3,female,5.0,2,1,19.2583,C,child,False,4,-1.8134995976811974,-0.25833049473822667
1,1,male,52.0,0,0,30.5,S,man,True,1,1.7282808822305487,-0.03212798910816789
0,2,male,36.0,1,2,27.75,S,man,False,4,0.5225683784308054,-0.08746275969292477
0,3,male,25.0,1,0,19.9667,S,man,False,2,-0.3063589679315182,-0.24407625783559325
0,1,male,30.0,0,0,27.75,C,man,True,1,0.0704261895059016,-0.08746275969292477
1,1,male,49.0,1,0,89.1042,C,man,False,2,1.5022097877680969,1.1470901790020904
0,3,male,25.0,0,0,8.05,S,man,True,1,-0.3063589679315182,-0.48386093442736505
1,3,male,29.0,0,0,7.8958,C,man,True,1,-0.004930841981582358,-0.486963705927063
0,1,male,65.0,0,0,26.55,S,man,True,1,2.7079222915678405,-0.11160884140263685
1,1,female,35.0,1,0,51.8625,S,woman,False,2,0.4472113469433214,0.39772256966160263
1,2,female,50.0,0,0,10.5,S,woman,True,1,1.5775668192555807,-0.4345626842700362
0,3,male,25.0,0,0,7.75,Q,man,True,1,-0.3063589679315182,-0.4898974548547931
1,1,male,48.0,0,0,26.55,S,man,True,1,1.4268527562806128,-0.11160884140263685
0,3,male,34.0,0,0,8.05,S,man,True,1,0.3718543154558374,-0.48386093442736505
0,1,male,47.0,0,0,38.5,S,man,True,1,1.351495724793129,0.12884588895657945
0,2,male,48.0,0,0,13.0,S,man,True,1,1.4268527562806128,-0.38425834737480263
0,3,male,25.0,0,0,8.05,S,man,True,1,-0.3063589679315182,-0.48386093442736505
0,3,male,38.0,0,0,7.05,S,man,True,1,0.6732824414057733,-0.5039826691854584
0,2,male,30.0,0,0,0.0,S,man,True,1,0.0704261895059016,-0.6458408992300171
0,1,male,56.0,0,0,26.55,S,man,True,1,2.0297090081804847,-0.11160884140263685
0,3,male,25.0,0,0,7.725,Q,man,True,1,-0.3063589679315182,-0.4904004982237454
1,3,female,0.75,2,1,19.2583,C,child,False,4,-2.1337669815030043,-0.25833049473822667
0,3,male,25.0,0,0,7.25,S,man,True,1,-0.3063589679315182,-0.4999583222338398
0,3,male,38.0,0,0,8.6625,S,man,True,1,0.6732824414057733,-0.4715363718880328
1,2,female,33.0,1,2,27.75,S,woman,False,4,0.29649728396835345,-0.08746275969292477
1,2,female,23.0,0,0,13.7917,C,woman,True,1,-0.4570730309064861,-0.3683279699668201
0,3,female,22.0,0,0,9.8375,S,woman,True,1,-0.5324300623939701,-0.4478933335472731
0,1,male,40.0,0,0,52.0,S,man,True,1,0.8239965043807411,0.40048930819084055
0,2,male,34.0,1,0,21.0,S,man,False,2,0.3718543154558374,-0.22328446931005533
0,3,male,29.0,1,0,7.0458,S,man,False,2,-0.004930841981582358,-0.5040671804714425
0,3,male,22.0,0,0,7.5208,S,man,True,1,-0.5324300623939701,-0.494509356461348
1,3,female,2.0,0,1,12.2875,S,child,False,2,-2.0395706921436494,-0.39859508338994415
0,3,male,9.0,5,2,46.9,S,child,False,8,-1.5120714717312616,0.2978684609245641
0,2,male,30.0,0,0,0.0,S,man,True,1,0.0704261895059016,-0.6458408992300171
0,3,male,50.0,0,0,8.05,S,man,True,1,1.5775668192555807,-0.48386093442736505
1,3,female,63.0,0,0,9.5875,S,woman,True,1,2.5572082285928723,-0.45292376723679645
1,1,male,25.0,1,0,91.0792,C,man,False,2,-0.3063589679315182,1.1868306051493247
0,3,female,21.5,3,1,25.4667,S,woman,False,5,-0.570108578137712,-0.13340671666607948
1,1,female,35.0,1,0,90.0,S,woman,False,2,0.4472113469433214,1.1651152289983904
0,1,male,58.0,0,0,29.7,C,man,True,1,2.1804230711554524,-0.04822537691464263
0,3,male,30.0,0,0,8.05,S,man,True,1,0.0704261895059016,-0.48386093442736505
1,3,male,9.0,1,1,15.9,S,child,False,3,-1.5120714717312616,-0.32590531657633176
0,3,male,25.0,1,0,19.9667,S,man,False,2,-0.3063589679315182,-0.24407625783559325
0,3,male,21.0,0,0,7.25,S,man,True,1,-0.607787093881454,-0.4999583222338398
0,1,male,55.0,0,0,30.5,S,man,True,1,1.9543519766930006,-0.03212798910816789
0,1,male,71.0,0,0,49.5042,C,man,True,1,3.160064480492744,0.3502694825815909
0,3,male,21.0,0,0,8.05,S,man,True,1,-0.607787093881454,-0.48386093442736505
0,3,male,25.0,0,0,14.4583,C,man,True,1,-0.3063589679315182,-0.354914821577075
1,1,female,54.0,1,0,78.2667,C,woman,False,2,1.8789949452055166,0.9290208785612528
0,3,male,25.0,0,0,15.1,S,man,True,1,-0.3063589679315182,-0.34200270438280644
0,1,female,25.0,1,2,151.55,S,woman,False,4,-0.3063589679315182,2.40360800335904
0,3,male,24.0,0,0,7.7958,S,man,True,1,-0.38171599941900214,-0.4889758794028724
0,3,male,17.0,0,0,8.6625,S,man,True,1,-0.9092152198313899,-0.4715363718880328
0,3,female,21.0,0,0,7.75,Q,woman,True,1,-0.607787093881454,-0.4898974548547931
0,3,female,21.5,0,0,7.6292,Q,woman,True,1,-0.570108578137712,-0.49232816041357075
0,3,female,37.0,0,0,9.5875,S,woman,True,1,0.5979254099182894,-0.45292376723679645
1,1,female,16.0,0,0,86.5,S,woman,True,1,-0.9845722513188738,1.0946891573450634
0,1,male,18.0,1,0,108.9,C,man,False,2,-0.8338581883439059,1.5454160159263557
1,2,female,33.0,0,2,26.0,S,woman,False,3,0.29649728396835345,-0.12267579551958825
1,1,male,40.0,0,0,26.55,S,man,True,1,0.8239965043807411,-0.11160884140263685
0,3,male,28.0,0,0,22.525,S,man,True,1,-0.08028787346906631,-0.1925988238039629
1,3,male,26.0,0,0,56.4958,S,man,True,1,-0.23100193644403422,0.49095260331627694
1,3,male,29.0,0,0,7.75,Q,man,True,1,-0.004930841981582358,-0.4898974548547931
0,3,male,25.0,0,0,8.05,S,man,True,1,-0.3063589679315182,-0.48386093442736505
1,1,male,36.0,0,0,26.2875,S,man,True,1,0.5225683784308054,-0.11689079677663637
1,1,female,54.0,1,0,59.4,C,woman,False,2,1.8789949452055166,0.5493901454007317
0,3,male,24.0,0,0,7.4958,S,man,True,1,-0.38171599941900214,-0.49501239983030043
0,1,male,47.0,0,0,34.0208,S,man,True,1,1.351495724793129,0.038716614628127435
1,2,female,34.0,0,0,10.5,S,woman,True,1,0.3718543154558374,-0.4345626842700362
0,3,male,25.0,0,0,24.15,Q,man,True,1,-0.3063589679315182,-0.1599010048220611
1,2,female,36.0,1,0,26.0,S,woman,False,2,0.5225683784308054,-0.12267579551958825
0,3,male,32.0,0,0,7.8958,S,man,True,1,0.22114025248086952,-0.486963705927063
1,1,female,30.0,0,0,93.5,S,woman,True,1,0.0704261895059016,1.2355413006517173
0,3,male,22.0,0,0,7.8958,S,man,True,1,-0.5324300623939701,-0.486963705927063
0,3,male,25.0,0,0,7.225,C,man,True,1,-0.3063589679315182,-0.5004613656027921
1,1,female,44.0,0,1,57.9792,C,woman,False,2,1.125424630330677,0.5208011846564327
0,3,male,25.0,0,0,7.2292,C,man,True,1,-0.3063589679315182,-0.5003768543168081
0,3,male,40.5,0,0,7.75,Q,man,True,1,0.8616750201244832,-0.4898974548547931
1,2,female,50.0,0,0,10.5,S,woman,True,1,1.5775668192555807,-0.4345626842700362
0,1,male,40.0,0,0,221.7792,S,man,True,1,0.8239965043807411,3.816741338032134
0,3,male,39.0,0,0,7.925,S,man,True,1,0.7486394728932573,-0.4863761512721267
0,2,male,23.0,2,1,11.5,S,man,False,4,-0.4570730309064861,-0.41444094951194277
1,2,female,2.0,1,1,26.0,S,child,False,3,-2.0395706921436494,-0.12267579551958825
0,3,male,25.0,0,0,7.2292,C,man,True,1,-0.3063589679315182,-0.5003768543168081
0,3,male,17.0,1,1,7.2292,C,man,False,3,-0.9092152198313899,-0.5003768543168081
1,3,female,21.5,0,2,22.3583,C,woman,False,3,-0.570108578137712,-0.19595311698813705
0,3,female,30.0,0,0,8.6625,S,woman,True,1,0.0704261895059016,-0.4715363718880328
1,2,female,7.0,0,2,26.25,S,child,False,3,-1.6627855347062295,-0.1176453618300649
0,1,male,45.0,0,0,26.55,S,man,True,1,1.200781661818161,-0.11160884140263685
1,1,female,30.0,0,0,106.425,C,woman,True,1,0.0704261895059016,1.4956147224000746
0,3,male,25.0,0,0,14.5,S,man,True,1,-0.3063589679315182,-0.3540757452376625
1,1,female,22.0,0,2,49.5,C,woman,False,3,-0.5324300623939701,0.350184971295607
1,1,female,36.0,0,2,71.0,S,woman,False,3,0.5225683784308054,0.7828022685946154
0,3,female,9.0,4,2,31.275,S,child,False,7,-1.5120714717312616,-0.016533644670645515
0,3,female,11.0,4,2,31.275,S,child,False,7,-1.3613574087562936,-0.016533644670645515
1,2,male,32.0,1,0,26.0,S,man,False,2,0.22114025248086952,-0.12267579551958825
0,1,male,50.0,1,0,106.425,C,man,False,2,1.5775668192555807,1.4956147224000746
0,1,male,64.0,0,0,26.0,S,man,True,1,2.6325652600803564,-0.12267579551958825
1,2,female,19.0,1,0,26.0,S,woman,False,2,-0.7585011568564219,-0.12267579551958825
1,2,male,30.0,0,0,13.8625,C,man,True,1,0.0704261895059016,-0.3669033511459471
0,3,male,33.0,1,1,20.525,S,man,False,3,0.29649728396835345,-0.23284229332014972
1,2,male,8.0,1,1,36.75,S,child,False,3,-1.5874285032187454,0.09363285312991595
1,1,male,17.0,0,2,110.8833,C,man,False,3,-0.9092152198313899,1.5853234524720827
0,2,male,27.0,0,0,26.0,S,man,True,1,-0.15564490495655028,-0.12267579551958825
0,3,male,25.0,0,0,7.8292,Q,man,True,1,-0.3063589679315182,-0.48830381346195206
1,3,male,22.0,0,0,7.225,C,man,True,1,-0.5324300623939701,-0.5004613656027921
1,3,female,22.0,0,0,7.775,S,woman,True,1,-0.5324300623939701,-0.4893944114858408
0,1,male,62.0,0,0,26.55,S,man,True,1,2.4818511971053887,-0.11160884140263685
1,1,female,48.0,1,0,39.6,C,woman,False,2,1.4268527562806128,0.1509797971904822
0,1,male,40.0,0,0,227.525,C,man,True,1,0.8239965043807411,3.932356801605187
1,1,female,39.0,1,1,79.65,S,woman,False,3,0.7486394728932573,0.9568552742521236
1,3,female,36.0,1,0,17.4,S,woman,False,2,0.5225683784308054,-0.2957227144391916
0,3,male,25.0,0,0,7.75,Q,man,True,1,-0.3063589679315182,-0.4898974548547931
0,3,male,40.0,0,0,7.8958,S,man,True,1,0.8239965043807411,-0.486963705927063
0,2,male,28.0,0,0,13.5,S,man,True,1,-0.08028787346906631,-0.3741974799957559
0,3,male,25.0,0,0,8.05,S,man,True,1,-0.3063589679315182,-0.48386093442736505
0,3,female,21.5,0,0,8.05,S,woman,True,1,-0.570108578137712,-0.48386093442736505
0,3,male,24.0,2,0,24.15,S,man,False,3,-0.38171599941900214,-0.1599010048220611
0,3,male,19.0,0,0,7.8958,S,man,True,1,-0.7585011568564219,-0.486963705927063
0,3,female,29.0,0,4,21.075,S,woman,False,5,-0.004930841981582358,-0.22177533920319834
0,3,male,25.0,0,0,7.2292,C,man,True,1,-0.3063589679315182,-0.5003768543168081
1,3,male,32.0,0,0,7.8542,S,man,True,1,0.22114025248086952,-0.48780077009299977
1,2,male,62.0,0,0,10.5,S,man,True,1,2.4818511971053887,-0.4345626842700362
1,1,female,53.0,2,0,51.4792,S,woman,False,3,1.8036379137180327,0.39000990872882546
1,1,male,36.0,0,0,26.3875,S,man,True,1,0.5225683784308054,-0.11487862330082707
1,3,female,21.5,0,0,7.75,Q,woman,True,1,-0.570108578137712,-0.4898974548547931
0,3,male,16.0,0,0,8.05,S,man,True,1,-0.9845722513188738,-0.48386093442736505
0,3,male,19.0,0,0,14.5,S,man,True,1,-0.7585011568564219,-0.3540757452376625
1,2,female,34.0,0,0,13.0,S,woman,True,1,0.3718543154558374,-0.38425834737480263
1,1,female,39.0,1,0,55.9,S,woman,False,2,0.7486394728932573,0.4789640737474048
0,3,female,21.5,1,0,14.4583,C,woman,False,2,-0.570108578137712,-0.354914821577075
1,3,male,32.0,0,0,7.925,S,man,True,1,0.22114025248086952,-0.4863761512721267
1,2,female,25.0,1,1,30.0,S,woman,False,3,-0.3063589679315182,-0.04218885648721459
1,1,female,39.0,1,1,110.8833,C,woman,False,3,0.7486394728932573,1.5853234524720827
0,2,male,54.0,0,0,26.0,S,man,True,1,1.8789949452055166,-0.12267579551958825
0,1,male,36.0,0,0,40.125,C,man,True,1,0.5225683784308054,0.16154370793848125
0,3,male,25.0,0,0,8.7125,C,man,True,1,-0.3063589679315182,-0.4705302851501282
1,1,female,18.0,0,2,79.65,S,woman,False,3,-0.8338581883439059,0.9568552742521236
0,2,male,47.0,0,0,15.0,S,man,True,1,1.351495724793129,-0.3440148778586158
1,1,male,60.0,1,1,79.2,C,man,False,3,2.33113713413042,0.9478004936109815
0,3,male,22.0,0,0,8.05,S,man,True,1,-0.5324300623939701,-0.48386093442736505
0,3,male,25.0,0,0,8.05,S,man,True,1,-0.3063589679315182,-0.48386093442736505
0,3,male,35.0,0,0,7.125,S,man,True,1,0.4472113469433214,-0.5024735390786015
1,1,female,52.0,1,0,78.2667,C,woman,False,2,1.7282808822305487,0.9290208785612528
0,3,male,47.0,0,0,7.25,S,man,True,1,1.351495724793129,-0.4999583222338398
0,3,female,21.5,0,2,7.75,Q,woman,False,3,-0.570108578137712,-0.4898974548547931
0,2,male,37.0,1,0,26.0,S,man,False,2,0.5979254099182894,-0.12267579551958825
0,3,male,36.0,1,1,24.15,S,man,False,3,0.5225683784308054,-0.1599010048220611
1,2,female,28.0,0,0,33.0,S,woman,True,1,-0.08028787346906631,0.01817634778706565
0,3,male,49.0,0,0,0.0,S,man,True,1,1.5022097877680969,-0.6458408992300171
0,3,male,25.0,0,0,7.225,C,man,True,1,-0.3063589679315182,-0.5004613656027921
1,1,male,49.0,1,0,56.9292,C,man,False,2,1.5022097877680969,0.49967336316043465
1,2,female,24.0,2,1,27.0,S,woman,False,4,-0.38171599941900214,-0.10255406076149484
0,3,male,25.0,0,0,7.8958,S,man,True,1,-0.3063589679315182,-0.486963705927063
0,1,male,40.0,0,0,42.4,S,man,True,1,0.8239965043807411,0.20732065451314372
0,3,male,44.0,0,0,8.05,S,man,True,1,1.125424630330677,-0.48386093442736505
1,1,male,35.0,0,0,26.55,C,man,True,1,0.4472113469433214,-0.11160884140263685
0,3,male,36.0,1,0,15.55,S,man,False,2,0.5225683784308054,-0.33294792374166443
0,3,male,30.0,0,0,7.8958,S,man,True,1,0.0704261895059016,-0.486963705927063
