survived,pclass,sex,age,sibsp,parch,fare,alone,family_size,age_zscore,fare_zscore,embarked_C,embarked_Q,embarked_S,who_child,who_man,who_woman
1,2,1,50.0,0,1,26.0,0,2,1.5775668192555807,-0.12267579551958825,False,False,True,False,False,True
0,3,0,25.0,0,0,7.75,1,1,-0.3063589679315182,-0.4898974548547931,False,True,False,False,True,False
1,3,0,3.0,4,2,31.3875,0,7,-1.9642136606561653,-0.014269949510359993,False,False,True,True,False,False
0,1,0,52.0,1,1,79.65,0,3,1.7282808822305487,0.9568552742521236,False,False,True,False,True,False
0,1,0,40.0,0,0,0.0,1,1,0.8239965043807411,-0.6458408992300171,False,False,True,False,True,False
0,3,1,21.5,0,0,7.75,1,1,-0.570108578137712,-0.4898974548547931,False,True,False,False,False,True
0,2,0,36.0,0,0,10.5,1,1,0.5225683784308054,-0.4345626842700362,False,False,True,False,True,False
0,3,0,16.0,4,1,39.6875,0,6,-0.9845722513188738,0.15274044898181535,False,False,True,False,True,False
1,3,0,25.0,1,0,7.775,0,2,-0.3063589679315182,-0.4893944114858408,False,False,True,False,True,False
1,1,1,58.0,0,1,153.4625,0,2,2.1804230711554524,2.4420908210838936,False,False,True,False,False,True
1,1,1,35.0,0,0,135.6333,1,1,0.4472113469433214,2.083336387734894,False,False,True,False,False,True
0,1,0,40.0,0,0,31.0,1,1,0.8239965043807411,-0.022067121729121175,False,False,True,False,True,False
1,3,0,25.0,0,0,0.0,1,1,-0.3063589679315182,-0.6458408992300171,False,False,True,False,True,False
1,2,1,41.0,0,1,19.5,0,2,0.8993535358682251,-0.25346707144719544,False,False,True,False,False,True
0,1,0,37.0,0,1,29.7,0,2,0.5979254099182894,-0.04822537691464263,True,False,False,False,True,False
1,3,1,21.5,0,0,7.75,1,1,-0.570108578137712,-0.4898974548547931,False,True,False,False,False,True
1,1,1,63.0,1,0,77.9583,0,2,2.5572082285928723,0.9228153355618567,False,False,True,False,False,True
0,3,1,45.0,0,0,7.75,1,1,1.200781661818161,-0.4898974548547931,False,False,True,False,False,True
0,2,0,30.0,0,0,0.0,1,1,0.0704261895059016,-0.6458408992300171,False,False,True,False,True,False
0,3,0,7.0,4,1,29.125,0,6,-1.6627855347062295,-0.05979537440054633,False,True,False,True,False,False
1,3,1,35.0,1,1,20.25,0,3,0.4472113469433214,-0.2383757703786254,False,False,True,False,False,True
0,3,0,65.0,0,0,7.75,1,1,2.7079222915678405,-0.4898974548547931,False,True,False,False,True,False
0,3,0,28.0,0,0,7.8542,1,1,-0.08028787346906631,-0.48780077009299977,False,False,True,False,True,False
0,3,0,16.0,0,0,9.5,1,1,-0.9845722513188738,-0.4546844190281296,False,False,True,False,True,False
1,3,0,19.0,0,0,8.05,1,1,-0.7585011568564219,-0.48386093442736505,False,False,True,False,True,False
0,1,0,40.0,0,0,26.0,1,1,0.8239965043807411,-0.12267579551958825,False,False,True,False,True,False
0,3,0,33.0,0,0,8.6625,1,1,0.29649728396835345,-0.4715363718880328,True,False,False,False,True,False
1,3,0,30.0,0,0,9.5,1,1,0.0704261895059016,-0.4546844190281296,False,False,True,False,True,False
0,3,0,22.0,0,0,7.8958,1,1,-0.5324300623939701,-0.486963705927063,False,False,True,False,True,False
1,2,0,42.0,0,0,13.0,1,1,0.974710567355709,-0.38425834737480263,False,False,True,False,True,False
1,3,1,22.0,0,0,7.75,1,1,-0.5324300623939701,-0.4898974548547931,False,True,False,False,False,True
1,1,1,26.0,0,0,78.85,1,1,-0.23100193644403422,0.9407578864456486,False,False,True,False,False,True
1,1,1,19.0,1,0,91.0792,0,2,-0.7585011568564219,1.1868306051493247,True,False,False,False,False,True
0,2,0,36.0,0,0,12.875,1,1,0.5225683784308054,-0.3867735642195643,True,False,False,False,True,False
0,3,1,24.0,0,0,8.85,1,1,-0.38171599941900214,-0.46776354662089026,False,False,True,False,False,True
0,3,0,24.0,0,0,7.8958,1,1,-0.38171599941900214,-0.486963705927063,False,False,True,False,True,False
0,1,0,40.0,0,0,27.7208,1,1,0.8239965043807411,-0.08805031434786109,True,False,False,False,True,False
0,3,0,23.5,0,0,7.2292,1,1,-0.4193945151627441,-0.5003768543168081,True,False,False,False,True,False
0,1,1,2.0,1,2,151.55,0,4,-2.0395706921436494,2.40360800335904,False,False,True,True,False,False
1,1,0,40.0,0,0,30.5,1,1,0.8239965043807411,-0.03212798910816789,False,False,True,False,True,False
1,1,1,50.0,0,1,247.5208,0,2,1.5775668192555807,4.334706985481072,True,False,False,False,False,True
1,3,1,21.5,0,0,7.75,1,1,-0.570108578137712,-0.4898974548547931,False,True,False,False,False,True
1,3,0,25.0,2,0,23.25,0,3,-0.3063589679315182,-0.17801056610434515,False,True,False,False,True,False
0,3,0,19.0,0,0,0.0,1,1,-0.7585011568564219,-0.6458408992300171,False,False,True,False,True,False
1,2,1,28.0,0,0,12.35,1,1,-0.08028787346906631,-0.39733747496756333,False,True,False,False,False,True
0,3,0,25.0,0,0,8.05,1,1,-0.3063589679315182,-0.48386093442736505,False,False,True,False,True,False
1,1,0,0.92,1,2,151.55,0,4,-2.1209562861501317,2.40360800335904,False,False,True,True,False,False
1,1,1,35.0,0,0,110.8833,1,1,0.4472113469433214,1.5853234524720827,True,False,False,False,False,True
1,1,1,17.0,1,0,108.9,0,2,-0.9092152198313899,1.5454160159263557,True,False,False,False,False,True
0,2,0,30.0,1,0,24.0,0,2,0.0704261895059016,-0.16291926503577508,True,False,False,False,True,False
1,1,1,30.0,0,0,56.9292,1,1,0.0704261895059016,0.49967336316043465,True,False,False,False,False,True
1,1,1,24.0,0,0,83.1583,1,1,-0.38171599941900214,1.0274483563039425,True,False,False,False,False,True
1,1,1,18.0,2,2,262.375,0,5,-0.8338581883439059,4.633599257924742,True,False,False,False,False,True
0,2,1,26.0,1,1,26.0,0,3,-0.23100193644403422,-0.12267579551958825,False,False,True,False,False,True
0,3,0,28.0,0,0,7.8958,1,1,-0.08028787346906631,-0.486963705927063,False,False,True,False,True,False
0,2,0,43.0,1,1,26.25,0,3,1.0500675988431931,-0.1176453618300649,False,False,True,False,True,False
1,3,1,26.0,0,0,7.8542,1,1,-0.23100193644403422,-0.48780077009299977,False,False,True,False,False,True
1,2,1,24.0,1,0,26.0,0,2,-0.38171599941900214,-0.12267579551958825,False,False,True,False,False,True
0,2,0,54.0,0,0,14.0,1,1,1.8789949452055166,-0.3641366126167092,False,False,True,False,True,False
1,1,1,31.0,0,2,164.8667,0,3,0.14578322099338556,2.6715631086121427,False,False,True,False,False,True
1,1,1,40.0,1,1,134.5,0,3,0.8239965043807411,2.060532425733547,True,False,False,False,False,True
0,3,0,22.0,0,0,7.25,1,1,-0.5324300623939701,-0.4999583222338398,False,False,True,False,True,False
0,3,0,27.0,0,0,7.8958,1,1,-0.15564490495655028,-0.486963705927063,False,False,True,False,True,False
1,2,1,30.0,0,0,12.35,1,1,0.0704261895059016,-0.39733747496756333,False,True,False,False,False,True
1,2,1,22.0,1,1,29.0,0,3,-0.5324300623939701,-0.06231059124530801,False,False,True,False,False,True
0,3,0,25.0,8,2,69.55,0,11,-0.3063589679315182,0.7536257531953799,False,False,True,False,True,False
1,1,1,36.0,0,0,135.6333,1,1,0.5225683784308054,2.083336387734894,True,False,False,False,False,True
0,3,0,61.0,0,0,6.2375,1,1,2.406494165617904,-0.5203315786764093,False,False,True,False,True,False
1,2,1,36.0,0,0,13.0,1,1,0.5225683784308054,-0.38425834737480263,False,False,True,False,False,True
1,3,1,31.0,1,1,20.525,0,3,0.14578322099338556,-0.23284229332014972,False,False,True,False,False,True
1,1,1,16.0,0,1,57.9792,0,2,-0.9845722513188738,0.5208011846564327,True,False,False,False,False,True
1,3,1,21.5,2,0,23.25,0,3,-0.570108578137712,-0.17801056610434515,False,True,False,False,False,True
0,1,0,45.5,0,0,28.5,1,1,1.2384601775619029,-0.0723714586243547,False,False,True,False,True,False
0,1,0,38.0,0,1,153.4625,0,2,0.6732824414057733,2.4420908210838936,False,False,True,False,True,False
0,3,0,16.0,2,0,18.0,0,3,-0.9845722513188738,-0.28364967358433557,False,False,True,False,True,False
1,1,1,35.0,1,0,133.65,0,2,0.4472113469433214,2.043428951189168,False,False,True,False,False,True
0,3,0,25.0,0,0,7.8958,1,1,-0.3063589679315182,-0.486963705927063,False,False,True,False,True,False
0,1,0,29.0,1,0,66.6,0,2,-0.004930841981582358,0.6942666356590043,False,False,True,False,True,False
1,1,1,41.0,0,0,134.5,1,1,0.8993535358682251,2.060532425733547,True,False,False,False,False,True
1,3,0,45.0,0,0,8.05,1,1,1.200781661818161,-0.48386093442736505,False,False,True,False,True,False
0,1,0,45.0,0,0,35.5,1,1,1.200781661818161,0.06848068468229919,False,False,True,False,True,False
1,2,0,2.0,1,1,26.0,0,3,-2.0395706921436494,-0.12267579551958825,False,False,True,True,False,False
1,1,1,24.0,3,2,263.0,0,6,-0.38171599941900214,4.646175342148551,False,False,True,False,False,True
0,2,0,28.0,0,0,13.0,1,1,-0.08028787346906631,-0.38425834737480263,False,False,True,False,True,False
0,2,0,25.0,0,0,13.0,1,1,-0.3063589679315182,-0.38425834737480263,False,False,True,False,True,False
0,2,0,36.0,0,0,13.0,1,1,0.5225683784308054,-0.38425834737480263,False,False,True,False,True,False
1,2,1,24.0,0,0,13.0,1,1,-0.38171599941900214,-0.38425834737480263,False,False,True,False,False,True
1,2,1,40.0,0,0,13.0,1,1,0.8239965043807411,-0.38425834737480263,False,False,True,False,False,True
1,3,1,21.5,1,0,16.1,0,2,-0.570108578137712,-0.321880969624713,False,False,True,False,False,True
1,3,0,3.0,1,1,15.9,0,3,-1.9642136606561653,-0.32590531657633176,False,False,True,True,False,False
0,3,0,42.0,0,0,8.6625,1,1,0.974710567355709,-0.4715363718880328,False,False,True,False,True,False
0,3,0,23.0,0,0,9.225,1,1,-0.4570730309064861,-0.46021789608660524,False,False,True,False,True,False
0,1,0,40.0,0,0,35.0,1,1,0.8239965043807411,0.058419817303252485,False,False,True,False,True,False
0,3,0,15.0,1,1,7.2292,0,3,-1.0599292828063578,-0.5003768543168081,True,False,False,True,False,False
0,3,0,25.0,1,0,17.8,0,2,-0.3063589679315182,-0.28767402053595426,False,False,True,False,True,False
0,3,0,25.0,0,0,7.225,1,1,-0.3063589679315182,-0.5004613656027921,True,False,False,False,True,False
0,3,0,28.0,0,0,9.5,1,1,-0.08028787346906631,-0.4546844190281296,False,False,True,False,True,False
1,1,1,22.0,0,1,55.0,0,2,-0.5324300623939701,0.46085451246512077,False,False,True,False,False,True
0,2,1,38.0,0,0,13.0,1,1,0.6732824414057733,-0.38425834737480263,False,False,True,False,False,True
1,3,1,21.5,0,0,7.8792,1,1,-0.570108578137712,-0.48729772672404736,False,True,False,False,False,True
1,3,1,21.5,0,0,7.8792,1,1,-0.570108578137712,-0.48729772672404736,False,True,False,False,False,True
0,3,0,40.0,1,4,27.9,0,6,0.8239965043807411,-0.08444449947921079,False,False,True,False,True,False
0,2,0,29.0,1,0,27.7208,0,2,-0.004930841981582358,-0.08805031434786109,True,False,False,False,True,False
0,3,1,45.0,0,1,14.4542,0,2,1.200781661818161,-0.3549973206895832,True,False,False,False,False,True
0,3,0,35.0,0,0,7.05,1,1,0.4472113469433214,-0.5039826691854584,False,False,True,False,True,False
0,3,0,25.0,1,0,15.5,0,2,-0.3063589679315182,-0.33395401047956913,False,True,False,False,True,False
0,3,0,30.0,0,0,7.25,1,1,0.0704261895059016,-0.4999583222338398,False,False,True,False,True,False
1,1,1,60.0,1,0,75.25,0,2,2.33113713413042,0.8683196413165124,True,False,False,False,False,True
1,3,1,21.5,0,0,7.2292,1,1,-0.570108578137712,-0.5003768543168081,True,False,False,False,False,True
1,3,1,21.5,0,0,7.75,1,1,-0.570108578137712,-0.4898974548547931,False,True,False,False,False,True
1,1,1,24.0,0,0,69.3,1,1,-0.38171599941900214,0.7485953195058566,True,False,False,False,False,True
1,1,0,25.0,1,0,55.4417,0,2,-0.3063589679315182,0.4697422827077706,True,False,False,False,True,False
0,3,0,18.0,1,0,6.4958,0,2,-0.8338581883439059,-0.5151341345883939,False,False,True,False,True,False
0,3,0,19.0,0,0,8.05,1,1,-0.7585011568564219,-0.48386093442736505,False,False,True,False,True,False
0,1,0,22.0,0,0,135.6333,1,1,-0.5324300623939701,2.083336387734894,True,False,False,False,True,False
0,3,1,3.0,3,1,21.075,0,5,-1.9642136606561653,-0.22177533920319834,False,False,True,True,False,False
1,1,1,35.0,1,0,82.1708,0,2,0.4472113469433214,1.0075781432303252,True,False,False,False,False,True
1,3,1,22.0,0,0,7.25,1,1,-0.5324300623939701,-0.4999583222338398,False,False,True,False,False,True
0,1,0,27.0,0,2,211.5,0,3,-0.15564490495655028,3.60990600210674,True,False,False,False,True,False
0,3,0,20.0,0,0,4.0125,1,1,-0.683144125368938,-0.5651024385131672,True,False,False,False,True,False
0,3,0,19.0,0,0,7.775,1,1,-0.7585011568564219,-0.4893944114858408,False,False,True,False,True,False
1,1,1,42.0,0,0,227.525,1,1,0.974710567355709,3.932356801605187,True,False,False,False,False,True
1,3,1,1.0,0,2,15.7417,0,3,-2.114927723631133,-0.3290905871885379,True,False,False,True,False,False
0,3,0,32.0,0,0,7.925,1,1,0.22114025248086952,-0.4863761512721267,False,False,True,False,True,False
1,1,1,35.0,1,0,52.0,0,2,0.4472113469433214,0.40048930819084055,False,False,True,False,False,True
0,3,0,25.0,0,0,7.8958,1,1,-0.3063589679315182,-0.486963705927063,False,False,True,False,True,False
0,2,0,18.0,0,0,73.5,1,1,-0.8338581883439059,0.8331066054898489,False,False,True,False,True,False
0,3,0,1.0,5,2,46.9,0,8,-2.114927723631133,0.2978684609245641,False,False,True,True,False,False
1,2,1,36.0,0,0,13.0,1,1,0.5225683784308054,-0.38425834737480263,False,False,True,False,False,True
0,3,0,25.0,0,0,7.7292,1,1,-0.3063589679315182,-0.49031598693776146,False,True,False,False,True,False
1,2,1,17.0,0,0,12.0,1,1,-0.9092152198313899,-0.40438008213289606,True,False,False,False,False,True
1,1,0,36.0,1,2,120.0,0,4,0.5225683784308054,1.7687672717411926,False,False,True,False,True,False
1,3,0,21.0,0,0,7.7958,1,1,-0.607787093881454,-0.4889758794028724,False,False,True,False,True,False
0,3,0,28.0,2,0,7.925,0,3,-0.08028787346906631,-0.4863761512721267,False,False,True,False,True,False
1,1,1,23.0,1,0,113.275,0,2,-0.4570730309064861,1.6334486054930144,True,False,False,False,False,True
1,3,1,24.0,0,2,16.7,0,3,-0.38171599941900214,-0.309807928769857,False,False,True,False,False,True
0,3,0,22.0,0,0,7.7958,1,1,-0.5324300623939701,-0.4889758794028724,False,False,True,False,True,False
0,3,1,31.0,0,0,7.8542,1,1,0.14578322099338556,-0.48780077009299977,False,False,True,False,False,True
0,2,0,46.0,0,0,26.0,1,1,1.2761386933056449,-0.12267579551958825,False,False,True,False,True,False
0,2,0,23.0,0,0,10.5,1,1,-0.4570730309064861,-0.4345626842700362,False,False,True,False,True,False
1,2,1,28.0,0,0,12.65,1,1,-0.08028787346906631,-0.39130095454013536,False,False,True,False,False,True
1,3,0,39.0,0,0,7.925,1,1,0.7486394728932573,-0.4863761512721267,False,False,True,False,True,False
0,3,0,26.0,0,0,8.05,1,1,-0.23100193644403422,-0.48386093442736505,False,False,True,False,True,False
0,3,1,21.0,1,0,9.825,0,2,-0.607787093881454,-0.44814485523174924,False,False,True,False,False,True
0,3,0,28.0,1,0,15.85,0,2,-0.08028787346906631,-0.3269114033142364,False,False,True,False,True,False
0,3,1,20.0,0,0,8.6625,1,1,-0.683144125368938,-0.4715363718880328,False,False,True,False,False,True
0,2,0,34.0,1,0,21.0,0,2,0.3718543154558374,-0.22328446931005533,False,False,True,False,True,False
0,3,0,51.0,0,0,7.75,1,1,1.6529238507430648,-0.4898974548547931,False,False,True,False,True,False
1,2,0,3.0,1,1,18.75,0,3,-1.9642136606561653,-0.26855837251576553,False,False,True,True,False,False
0,3,0,21.0,0,0,7.775,1,1,-0.607787093881454,-0.4893944114858408,False,False,True,False,True,False
0,3,1,21.5,3,1,25.4667,0,5,-0.570108578137712,-0.13340671666607948,False,False,True,False,False,True
0,3,0,25.0,0,0,7.8958,1,1,-0.3063589679315182,-0.486963705927063,False,False,True,False,True,False
0,3,0,25.0,0,0,6.8583,1,1,-0.3063589679315182,-0.507840005738585,False,True,False,False,True,False
1,1,1,33.0,1,0,90.0,0,2,0.29649728396835345,1.1651152289983904,False,True,False,False,False,True
0,2,0,30.0,0,0,0.0,1,1,0.0704261895059016,-0.6458408992300171,False,False,True,False,True,False
1,3,0,44.0,0,0,7.925,1,1,1.125424630330677,-0.4863761512721267,False,False,True,False,True,False
0,3,1,21.5,0,0,8.05,1,1,-0.570108578137712,-0.48386093442736505,False,False,True,False,False,True
1,2,1,34.0,1,1,32.5,0,3,0.3718543154558374,0.008115480408018946,False,False,True,False,False,True
1,2,1,18.0,0,2,13.0,0,3,-0.8338581883439059,-0.38425834737480263,False,False,True,False,False,True
0,2,0,30.0,0,0,13.0,1,1,0.0704261895059016,-0.38425834737480263,False,False,True,False,True,False
0,3,1,10.0,0,2,24.15,0,3,-1.4367144402437775,-0.1599010048220611,False,False,True,True,False,False
0,3,0,25.0,0,0,7.8958,1,1,-0.3063589679315182,-0.486963705927063,True,False,False,False,True,False
0,3,0,21.0,0,0,7.7333,1,1,-0.607787093881454,-0.4902334878252532,False,True,False,False,True,False
0,3,0,29.0,0,0,7.875,1,1,-0.004930841981582358,-0.4873822380100314,False,False,True,False,True,False
0,3,1,28.0,1,1,14.4,0,3,-0.08028787346906631,-0.3560879187134719,False,False,True,False,False,True
0,3,0,18.0,1,1,20.2125,0,3,-0.8338581883439059,-0.23913033543205392,False,False,True,False,True,False
0,3,0,25.0,0,0,7.25,1,1,-0.3063589679315182,-0.4999583222338398,False,False,True,False,True,False
1,2,1,28.0,1,0,26.0,0,2,-0.08028787346906631,-0.12267579551958825,False,False,True,False,False,True
1,2,1,19.0,0,0,26.0,1,1,-0.7585011568564219,-0.12267579551958825,False,False,True,False,False,True
0,3,0,25.0,0,0,7.75,1,1,-0.3063589679315182,-0.4898974548547931,False,True,False,False,True,False
1,3,0,32.0,0,0,8.05,1,1,0.22114025248086952,-0.48386093442736505,False,False,True,False,True,False
1,1,0,28.0,0,0,26.55,1,1,-0.08028787346906631,-0.11160884140263685,False,False,True,False,True,False
1,3,1,21.5,1,0,16.1,0,2,-0.570108578137712,-0.321880969624713,False,False,True,False,False,True
1,2,1,42.0,1,0,26.0,0,2,0.974710567355709,-0.12267579551958825,False,False,True,False,False,True
0,3,0,17.0,0,0,7.125,1,1,-0.9092152198313899,-0.5024735390786015,False,False,True,False,True,False
0,1,0,50.0,1,0,55.9,0,2,1.5775668192555807,0.4789640737474048,False,False,True,False,True,False
1,1,1,14.0,1,2,120.0,0,4,-1.1352863142938416,1.7687672717411926,False,False,True,True,False,False
0,3,1,21.0,2,2,34.375,0,5,-0.607787093881454,0.045843733079444095,False,False,True,False,False,True
1,2,1,24.0,2,3,18.75,0,6,-0.38171599941900214,-0.26855837251576553,False,False,True,False,False,True
0,1,0,64.0,1,4,263.0,0,6,2.6325652600803564,4.646175342148551,False,False,True,False,True,False
0,2,0,31.0,0,0,10.5,1,1,0.14578322099338556,-0.4345626842700362,False,False,True,False,True,False
1,2,1,45.0,1,1,26.25,0,3,1.200781661818161,-0.1176453618300649,False,False,True,False,False,True
0,3,0,20.0,0,0,9.5,1,1,-0.683144125368938,-0.4546844190281296,False,False,True,False,True,False
0,3,0,25.0,1,0,7.775,0,2,-0.3063589679315182,-0.4893944114858408,False,False,True,False,True,False
1,2,1,28.0,0,0,13.0,1,1,-0.08028787346906631,-0.38425834737480263,False,False,True,False,False,True
1,3,0,25.0,0,0,8.1125,1,1,-0.3063589679315182,-0.4826033260049842,False,False,True,False,True,False
1,1,0,4.0,0,2,81.8583,0,3,-1.8888566291686812,1.0012901011184212,False,False,True,True,False,False
1,2,1,13.0,0,1,19.5,0,2,-1.2106433457813257,-0.25346707144719544,False,False,True,True,False,False
1,1,0,34.0,0,0,26.55,1,1,0.3718543154558374,-0.11160884140263685,False,False,True,False,True,False
1,3,1,5.0,2,1,19.2583,0,4,-1.8134995976811974,-0.25833049473822667,True,False,False,True,False,False
1,1,0,52.0,0,0,30.5,1,1,1.7282808822305487,-0.03212798910816789,False,False,True,False,True,False
0,2,0,36.0,1,2,27.75,0,4,0.5225683784308054,-0.08746275969292477,False,False,True,False,True,False
0,3,0,25.0,1,0,19.9667,0,2,-0.3063589679315182,-0.24407625783559325,False,False,True,False,True,False
0,1,0,30.0,0,0,27.75,1,1,0.0704261895059016,-0.08746275969292477,True,False,False,False,True,False
1,1,0,49.0,1,0,89.1042,0,2,1.5022097877680969,1.1470901790020904,True,False,False,False,True,False
0,3,0,25.0,0,0,8.05,1,1,-0.3063589679315182,-0.48386093442736505,False,False,True,False,True,False
1,3,0,29.0,0,0,7.8958,1,1,-0.004930841981582358,-0.486963705927063,True,False,False,False,True,False
0,1,0,65.0,0,0,26.55,1,1,2.7079222915678405,-0.11160884140263685,False,False,True,False,True,False
1,1,1,35.0,1,0,51.8625,0,2,0.4472113469433214,0.39772256966160263,False,False,True,False,False,True
1,2,1,50.0,0,0,10.5,1,1,1.5775668192555807,-0.4345626842700362,False,False,True,False,False,True
0,3,0,25.0,0,0,7.75,1,1,-0.3063589679315182,-0.4898974548547931,False,True,False,False,True,False
1,1,0,48.0,0,0,26.55,1,1,1.4268527562806128,-0.11160884140263685,False,False,True,False,True,False
0,3,0,34.0,0,0,8.05,1,1,0.3718543154558374,-0.48386093442736505,False,False,True,False,True,False
0,1,0,47.0,0,0,38.5,1,1,1.351495724793129,0.12884588895657945,False,False,True,False,True,False
0,2,0,48.0,0,0,13.0,1,1,1.4268527562806128,-0.38425834737480263,False,False,True,False,True,False
0,3,0,25.0,0,0,8.05,1,1,-0.3063589679315182,-0.48386093442736505,False,False,True,False,True,False
0,3,0,38.0,0,0,7.05,1,1,0.6732824414057733,-0.5039826691854584,False,False,True,False,True,False
0,2,0,30.0,0,0,0.0,1,1,0.0704261895059016,-0.6458408992300171,False,False,True,False,True,False
0,1,0,56.0,0,0,26.55,1,1,2.0297090081804847,-0.11160884140263685,False,False,True,False,True,False
0,3,0,25.0,0,0,7.725,1,1,-0.3063589679315182,-0.4904004982237454,False,True,False,False,True,False
1,3,1,0.75,2,1,19.2583,0,4,-2.1337669815030043,-0.25833049473822667,True,False,False,True,False,False
0,3,0,25.0,0,0,7.25,1,1,-0.3063589679315182,-0.4999583222338398,False,False,True,False,True,False
0,3,0,38.0,0,0,8.6625,1,1,0.6732824414057733,-0.4715363718880328,False,False,True,False,True,False
1,2,1,33.0,1,2,27.75,0,4,0.29649728396835345,-0.08746275969292477,False,False,True,False,False,True
1,2,1,23.0,0,0,13.7917,1,1,-0.4570730309064861,-0.3683279699668201,True,False,False,False,False,True
0,3,1,22.0,0,0,9.8375,1,1,-0.5324300623939701,-0.4478933335472731,False,False,True,False,False,True
0,1,0,40.0,0,0,52.0,1,1,0.8239965043807411,0.40048930819084055,False,False,True,False,True,False
0,2,0,34.0,1,0,21.0,0,2,0.3718543154558374,-0.22328446931005533,False,False,True,False,True,False
0,3,0,29.0,1,0,7.0458,0,2,-0.004930841981582358,-0.5040671804714425,False,False,True,False,True,False
0,3,0,22.0,0,0,7.5208,1,1,-0.5324300623939701,-0.494509356461348,False,False,True,False,True,False
1,3,1,2.0,0,1,12.2875,0,2,-2.0395706921436494,-0.39859508338994415,False,False,True,True,False,False
0,3,0,9.0,5,2,46.9,0,8,-1.5120714717312616,0.2978684609245641,False,False,True,True,False,False
0,2,0,30.0,0,0,0.0,1,1,0.0704261895059016,-0.6458408992300171,False,False,True,False,True,False
0,3,0,50.0,0,0,8.05,1,1,1.5775668192555807,-0.48386093442736505,False,False,True,False,True,False
1,3,1,63.0,0,0,9.5875,1,1,2.5572082285928723,-0.45292376723679645,False,False,True,False,False,True
1,1,0,25.0,1,0,91.0792,0,2,-0.3063589679315182,1.1868306051493247,True,False,False,False,True,False
0,3,1,21.5,3,1,25.4667,0,5,-0.570108578137712,-0.13340671666607948,False,False,True,False,False,True
1,1,1,35.0,1,0,90.0,0,2,0.4472113469433214,1.1651152289983904,False,False,True,False,False,True
0,1,0,58.0,0,0,29.7,1,1,2.1804230711554524,-0.04822537691464263,True,False,False,False,True,False
0,3,0,30.0,0,0,8.05,1,1,0.0704261895059016,-0.48386093442736505,False,False,True,False,True,False
1,3,0,9.0,1,1,15.9,0,3,-1.5120714717312616,-0.32590531657633176,False,False,True,True,False,False
0,3,0,25.0,1,0,19.9667,0,2,-0.3063589679315182,-0.24407625783559325,False,False,True,False,True,False
0,3,0,21.0,0,0,7.25,1,1,-0.607787093881454,-0.4999583222338398,False,False,True,False,True,False
0,1,0,55.0,0,0,30.5,1,1,1.9543519766930006,-0.03212798910816789,False,False,True,False,True,False
0,1,0,71.0,0,0,49.5042,1,1,3.160064480492744,0.3502694825815909,True,False,False,False,True,False
0,3,0,21.0,0,0,8.05,1,1,-0.607787093881454,-0.48386093442736505,False,False,True,False,True,False
0,3,0,25.0,0,0,14.4583,1,1,-0.3063589679315182,-0.354914821577075,True,False,False,False,True,False
1,1,1,54.0,1,0,78.2667,0,2,1.8789949452055166,0.9290208785612528,True,False,False,False,False,True
0,3,0,25.0,0,0,15.1,1,1,-0.3063589679315182,-0.34200270438280644,False,False,True,False,True,False
0,1,1,25.0,1,2,151.55,0,4,-0.3063589679315182,2.40360800335904,False,False,True,False,False,True
0,3,0,24.0,0,0,7.7958,1,1,-0.38171599941900214,-0.4889758794028724,False,False,True,False,True,False
0,3,0,17.0,0,0,8.6625,1,1,-0.9092152198313899,-0.4715363718880328,False,False,True,False,True,False
0,3,1,21.0,0,0,7.75,1,1,-0.607787093881454,-0.4898974548547931,False,True,False,False,False,True
0,3,1,21.5,0,0,7.6292,1,1,-0.570108578137712,-0.49232816041357075,False,True,False,False,False,True
0,3,1,37.0,0,0,9.5875,1,1,0.5979254099182894,-0.45292376723679645,False,False,True,False,False,True
1,1,1,16.0,0,0,86.5,1,1,-0.9845722513188738,1.0946891573450634,False,False,True,False,False,True
0,1,0,18.0,1,0,108.9,0,2,-0.8338581883439059,1.5454160159263557,True,False,False,False,True,False
1,2,1,33.0,0,2,26.0,0,3,0.29649728396835345,-0.12267579551958825,False,False,True,False,False,True
1,1,0,40.0,0,0,26.55,1,1,0.8239965043807411,-0.11160884140263685,False,False,True,False,True,False
0,3,0,28.0,0,0,22.525,1,1,-0.08028787346906631,-0.1925988238039629,False,False,True,False,True,False
1,3,0,26.0,0,0,56.4958,1,1,-0.23100193644403422,0.49095260331627694,False,False,True,False,True,False
1,3,0,29.0,0,0,7.75,1,1,-0.004930841981582358,-0.4898974548547931,False,True,False,False,True,False
0,3,0,25.0,0,0,8.05,1,1,-0.3063589679315182,-0.48386093442736505,False,False,True,False,True,False
1,1,0,36.0,0,0,26.2875,1,1,0.5225683784308054,-0.11689079677663637,False,False,True,False,True,False
1,1,1,54.0,1,0,59.4,0,2,1.8789949452055166,0.5493901454007317,True,False,False,False,False,True
0,3,0,24.0,0,0,7.4958,1,1,-0.38171599941900214,-0.49501239983030043,False,False,True,False,True,False
0,1,0,47.0,0,0,34.0208,1,1,1.351495724793129,0.038716614628127435,False,False,True,False,True,False
1,2,1,34.0,0,0,10.5,1,1,0.3718543154558374,-0.4345626842700362,False,False,True,False,False,True
0,3,0,25.0,0,0,24.15,1,1,-0.3063589679315182,-0.1599010048220611,False,True,False,False,True,False
1,2,1,36.0,1,0,26.0,0,2,0.5225683784308054,-0.12267579551958825,False,False,True,False,False,True
